hkl	s1	hs2
214	-0.39e-6	2.67e-6
213	-0.36e-6	2.63e-6
300	-0.30e-6	2.43e-6
212	-0.35e-6	2.57e-6
105	-0.29e-6	2.39e-6
114	-0.38e-6	2.64e-6
211	-0.32e-6	2.48e-6
210	-0.30e-6	2.43e-6
203	-0.39e-6	2.67e-6
201	-0.33e-6	2.50e-6
103	-0.35e-6	2.56e-6
110	-0.30e-6	2.43e-6
102	-0.39e-6	2.65e-6
101	-0.36e-6	2.60e-6
002	-0.26e-6	2.25e-6
100	-0.30e-6	2.43e-6
