hkl	s1	hs2
533	-1.61e-6	6.42e-6
620	-1.12e-6	4.94e-6
600	-0.89e-6	4.27e-6
442	-1.63e-6	6.49e-6
531	-1.42e-6	5.86e-6
440	-1.52e-6	6.14e-6
511	-1.07e-6	4.79e-6
333	-1.73e-6	6.77e-6
422	-1.53e-6	6.14e-6
420	-1.29e-6	5.47e-6
331	-1.58e-6	6.33e-6
400	-0.89e-6	4.27e-6
222	-1.73e-6	6.77e-6
311	-1.29e-6	5.45e-6
220	-1.52e-6	6.14e-6
200	-0.89e-6	4.27e-6
111	-1.73e-6	6.77e-6
